Part_0_X,Part_0_Y,Part_0_Score,Part_1_X,Part_1_Y,Part_1_Score,Part_2_X,Part_2_Y,Part_2_Score,Part_3_X,Part_3_Y,Part_3_Score,Part_4_X,Part_4_Y,Part_4_Score,Part_5_X,Part_5_Y,Part_5_Score,Part_6_X,Part_6_Y,Part_6_Score,Part_7_X,Part_7_Y,Part_7_Score,Part_8_X,Part_8_Y,Part_8_Score,Part_9_X,Part_9_Y,Part_9_Score,Part_10_X,Part_10_Y,Part_10_Score,Part_11_X,Part_11_Y,Part_11_Score,Part_12_X,Part_12_Y,Part_12_Score,Part_13_X,Part_13_Y,Part_13_Score,Part_14_X,Part_14_Y,Part_14_Score,Part_15_X,Part_15_Y,Part_15_Score,Part_16_X,Part_16_Y,Part_16_Score,Part_17_X,Part_17_Y,Part_17_Score
758.0,427.0,0.14190107583999634,732.0,452.0,0.9234906435012817,757.0,451.0,0.9462617039680481,775.0,490.0,0.9017467498779297,786.0,495.0,0.6374449133872986,708.0,453.0,0.9117434620857239,693.0,492.0,0.9408879280090332,697.0,525.0,0.6837382316589355,739.0,530.0,0.9407821297645569,748.0,595.0,1.019163727760315,739.0,663.0,0.9280655384063721,710.0,531.0,0.938478410243988,725.0,594.0,0.9043083190917969,729.0,651.0,0.7020331025123596,759.0,417.0,0.1957138627767563,,,,750.0,419.0,0.9353015422821045,723.0,419.0,0.4675525426864624
