Part_0_X,Part_0_Y,Part_0_Score,Part_1_X,Part_1_Y,Part_1_Score,Part_2_X,Part_2_Y,Part_2_Score,Part_3_X,Part_3_Y,Part_3_Score,Part_4_X,Part_4_Y,Part_4_Score,Part_5_X,Part_5_Y,Part_5_Score,Part_6_X,Part_6_Y,Part_6_Score,Part_7_X,Part_7_Y,Part_7_Score,Part_8_X,Part_8_Y,Part_8_Score,Part_9_X,Part_9_Y,Part_9_Score,Part_10_X,Part_10_Y,Part_10_Score,Part_11_X,Part_11_Y,Part_11_Score,Part_12_X,Part_12_Y,Part_12_Score,Part_13_X,Part_13_Y,Part_13_Score,Part_14_X,Part_14_Y,Part_14_Score,Part_15_X,Part_15_Y,Part_15_Score,Part_16_X,Part_16_Y,Part_16_Score,Part_17_X,Part_17_Y,Part_17_Score
984.0,216.0,0.9000850915908813,980.0,237.0,0.9145301580429077,967.0,237.0,0.9085929989814758,956.0,260.0,0.8769136071205139,954.0,284.0,0.8243542313575745,996.0,237.0,0.9086139798164368,1000.0,259.0,0.8309841156005859,1003.0,282.0,0.8804152011871338,974.0,288.0,0.925470769405365,972.0,323.0,0.884817898273468,962.0,360.0,0.8152692317962646,991.0,288.0,0.9075771570205688,983.0,326.0,0.888464093208313,973.0,360.0,0.8377646207809448,979.0,211.0,0.9175499677658081,989.0,211.0,0.8907133340835571,975.0,214.0,0.7834109663963318,993.0,215.0,0.5771322846412659
