Part_0_X,Part_0_Y,Part_0_Score,Part_1_X,Part_1_Y,Part_1_Score,Part_2_X,Part_2_Y,Part_2_Score,Part_3_X,Part_3_Y,Part_3_Score,Part_4_X,Part_4_Y,Part_4_Score,Part_5_X,Part_5_Y,Part_5_Score,Part_6_X,Part_6_Y,Part_6_Score,Part_7_X,Part_7_Y,Part_7_Score,Part_8_X,Part_8_Y,Part_8_Score,Part_9_X,Part_9_Y,Part_9_Score,Part_10_X,Part_10_Y,Part_10_Score,Part_11_X,Part_11_Y,Part_11_Score,Part_12_X,Part_12_Y,Part_12_Score,Part_13_X,Part_13_Y,Part_13_Score,Part_14_X,Part_14_Y,Part_14_Score,Part_15_X,Part_15_Y,Part_15_Score,Part_16_X,Part_16_Y,Part_16_Score,Part_17_X,Part_17_Y,Part_17_Score
985.0,217.0,0.8949967622756958,980.0,238.0,0.9124146103858948,967.0,237.0,0.9097991585731506,955.0,261.0,0.8962891697883606,955.0,287.0,0.8783225417137146,996.0,238.0,0.912010133266449,1001.0,260.0,0.8046493530273438,1003.0,283.0,0.8050278425216675,974.0,289.0,0.9371004104614258,972.0,324.0,0.8797557353973389,962.0,360.0,0.8306211233139038,992.0,288.0,0.9143545031547546,984.0,326.0,0.8934236764907837,974.0,360.0,0.8486925959587097,980.0,212.0,0.91066974401474,990.0,212.0,0.884170413017273,975.0,215.0,0.793503999710083,994.0,217.0,0.5391376614570618
